respondent_id,gender,income_quintile,urban_rural,education,has_account,transactions_90d,uses_credit,uses_savings,cost,distance,documentation,trust,no_credit_history,has_mobile_money,has_utility_account
R001903,male,5,urban,secondary,1,5,1,0,0,0,0,0,0,0,1
R001904,male,1,rural,primary,1,2,1,0,0,0,0,0,0,0,0
R001905,female,2,urban,secondary,1,1,0,0,0,0,0,0,0,1,0
R001906,male,2,rural,secondary,1,5,0,0,0,0,0,0,0,1,1
R001907,male,5,rural,tertiary,1,0,1,0,0,0,0,0,0,1,0
R001908,male,3,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R001909,female,3,urban,primary,0,0,0,0,1,0,1,1,1,1,1
R001910,male,5,rural,primary,0,0,0,0,1,0,1,0,1,1,0
R001911,female,2,urban,secondary,1,5,0,1,0,0,0,0,0,0,1
R001912,female,4,urban,primary,1,0,0,1,0,0,0,0,0,0,1
R001913,male,1,rural,secondary,0,0,0,0,1,0,1,0,0,0,0
R001914,male,3,rural,primary,1,5,1,0,0,0,0,0,0,1,1
R001915,female,5,urban,secondary,1,5,0,0,0,0,0,0,0,1,0
R001916,female,1,urban,none,0,0,0,0,1,0,0,0,0,1,1
R001917,male,3,rural,primary,1,30,0,0,0,0,0,0,0,1,1
R001918,male,1,urban,primary,0,0,0,0,1,0,0,0,1,0,1
R001919,male,5,urban,primary,1,5,1,0,0,0,0,0,0,1,1
R001920,male,3,urban,tertiary,1,1,0,0,0,0,0,0,0,1,0
R001921,male,1,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R001922,male,4,rural,primary,1,5,0,0,0,0,0,0,0,0,1
R001923,female,1,urban,secondary,1,2,0,0,0,0,0,0,0,1,1
R001924,male,3,rural,primary,0,0,0,0,1,0,0,0,0,0,0
R001925,male,2,urban,secondary,1,12,1,0,0,0,0,0,0,1,1
R001926,male,1,urban,primary,0,0,0,0,0,0,1,0,1,1,1
R001927,female,4,urban,primary,1,30,0,0,0,0,0,0,0,0,1
R001928,male,1,rural,tertiary,1,1,0,0,0,0,0,0,0,1,1
R001929,female,3,rural,secondary,1,5,0,0,0,0,0,0,0,1,1
R001930,female,2,rural,primary,0,0,0,0,0,1,1,1,0,0,1
R001931,female,1,rural,none,0,0,0,0,1,1,0,1,1,0,1
R001932,male,2,urban,none,0,0,0,0,0,0,0,1,1,1,0
R001933,male,4,urban,tertiary,1,2,1,0,0,0,0,0,0,0,1
R001934,male,1,urban,primary,1,12,0,0,0,0,0,0,0,0,1
R001935,male,1,urban,none,0,0,0,0,0,0,1,0,1,1,1
R001936,female,5,urban,tertiary,1,1,0,0,0,0,0,0,0,1,1
R001937,female,5,urban,tertiary,1,1,1,0,0,0,0,0,0,1,1
R001938,female,1,urban,primary,0,0,0,0,1,0,0,0,0,1,1
R001939,female,5,urban,primary,1,12,1,1,0,0,0,0,0,1,1
R001940,male,4,urban,secondary,1,5,0,1,0,0,0,0,0,0,1
R001941,female,1,rural,primary,0,0,0,0,1,0,1,0,0,1,0
R001942,male,1,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R001943,female,2,rural,none,0,0,0,0,0,1,0,1,1,1,0
R001944,male,4,urban,secondary,1,5,1,1,0,0,0,0,0,1,1
R001945,male,2,rural,tertiary,1,1,0,0,0,0,0,0,0,0,1
R001946,female,3,rural,tertiary,1,5,0,1,0,0,0,0,0,1,0
R001947,male,1,urban,secondary,0,0,0,0,1,0,1,0,1,0,0
R001948,male,2,urban,primary,1,12,1,0,0,0,0,0,0,1,1
R001949,female,2,urban,primary,1,5,0,1,0,0,0,0,0,1,0
R001950,male,1,rural,primary,1,2,0,0,0,0,0,0,0,0,0
R001951,male,4,urban,secondary,1,1,0,0,0,0,0,0,0,0,1
R001952,female,1,urban,primary,0,0,0,0,0,0,0,0,1,0,0
R001953,female,5,urban,none,1,2,1,0,0,0,0,0,0,1,1
R001954,male,3,rural,secondary,1,2,0,1,0,0,0,0,0,1,1
R001955,female,1,rural,secondary,0,0,0,0,0,1,1,0,0,0,0
R001956,male,3,urban,secondary,1,1,1,0,0,0,0,0,0,0,0
R001957,male,1,urban,secondary,0,0,0,0,1,0,1,1,1,1,1
R001958,male,3,rural,secondary,0,0,0,0,1,0,0,0,0,0,1
R001959,female,4,rural,secondary,1,2,1,0,0,0,0,0,0,0,1
R001960,female,1,rural,primary,0,0,0,0,1,0,0,0,0,0,0
R001961,male,4,rural,none,0,0,0,0,1,0,0,1,0,0,1
R001962,female,1,rural,secondary,0,0,0,0,0,0,1,0,1,0,0
R001963,male,5,rural,none,1,30,0,1,0,0,0,0,0,1,1
R001964,female,3,urban,tertiary,1,5,0,0,0,0,0,0,0,0,0
R001965,female,1,urban,primary,0,0,0,0,1,0,0,0,0,1,0
R001966,male,1,urban,secondary,1,2,0,0,0,0,0,0,0,0,1
R001967,female,3,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R001968,female,1,urban,primary,1,5,0,0,0,0,0,0,0,0,0
R001969,female,3,rural,primary,1,12,0,0,0,0,0,0,0,0,1
R001970,male,4,urban,none,1,12,1,0,0,0,0,0,0,1,1
R001971,male,2,urban,none,1,30,0,0,0,0,0,0,0,1,1
R001972,male,3,urban,secondary,1,1,0,0,0,0,0,0,0,1,0
R001973,female,2,urban,secondary,1,0,0,0,0,0,0,0,0,1,1
R001974,female,3,urban,primary,0,0,0,0,0,0,0,0,1,0,1
R001975,female,2,rural,secondary,1,5,0,0,0,0,0,0,0,1,0
R001976,male,1,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R001977,male,3,urban,tertiary,1,30,1,1,0,0,0,0,0,1,1
R001978,female,1,urban,secondary,1,2,1,0,0,0,0,0,0,0,0
R001979,female,5,urban,tertiary,1,30,0,1,0,0,0,0,0,0,1
R001980,male,3,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R001981,female,5,urban,primary,1,5,1,0,0,0,0,0,0,0,1
R001982,male,1,urban,secondary,1,12,1,0,0,0,0,0,0,0,1
R001983,male,2,urban,tertiary,1,30,1,0,0,0,0,0,0,0,1
R001984,male,4,rural,tertiary,1,12,0,1,0,0,0,0,0,1,1
R001985,male,3,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R001986,female,1,rural,tertiary,1,30,0,0,0,0,0,0,0,0,1
R001987,female,2,urban,secondary,1,2,0,0,0,0,0,0,0,0,1
R001988,male,2,rural,secondary,0,0,0,0,0,0,0,1,0,1,0
R001989,male,1,rural,primary,0,0,0,0,1,1,1,0,0,0,1
R001990,male,5,rural,secondary,1,0,1,0,0,0,0,0,0,1,1
R001991,female,1,urban,primary,0,0,0,0,1,0,1,0,1,0,1
R001992,male,2,urban,none,0,0,0,0,0,0,1,0,0,0,1
R001993,female,1,urban,primary,1,2,0,0,0,0,0,0,0,0,1
R001994,female,3,urban,primary,1,2,0,0,0,0,0,0,0,1,1
R001995,male,5,rural,secondary,1,2,0,0,0,0,0,0,0,0,1
R001996,male,3,rural,tertiary,1,5,0,1,0,0,0,0,0,1,1
R001997,female,2,rural,none,0,0,0,0,1,1,1,0,0,0,0
R001998,female,4,urban,secondary,1,5,1,0,0,0,0,0,0,0,1
R001999,female,2,urban,none,1,12,1,0,0,0,0,0,0,0,1
R002000,female,1,rural,secondary,0,0,0,0,1,1,0,1,1,1,0
R002001,male,4,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R002002,female,2,urban,primary,1,5,0,0,0,0,0,0,0,1,0
R002003,male,1,urban,primary,0,0,0,0,1,1,1,0,1,0,1
R002004,female,1,rural,secondary,1,5,0,0,0,0,0,0,0,0,0
R002005,female,3,urban,secondary,1,12,0,0,0,0,0,0,0,0,0
R002006,female,1,rural,primary,0,0,0,0,1,1,1,0,1,1,0
R002007,female,1,rural,secondary,1,2,0,0,0,0,0,0,0,1,0
R002008,male,2,urban,secondary,1,5,0,0,0,0,0,0,0,0,1
R002009,male,5,rural,tertiary,1,1,0,1,0,0,0,0,0,1,0
R002010,male,4,urban,secondary,1,12,0,1,0,0,0,0,0,1,1
R002011,male,3,rural,primary,0,0,0,0,1,1,0,0,1,1,0
R002012,female,1,urban,secondary,1,12,0,1,0,0,0,0,0,0,1
R002013,female,1,rural,tertiary,1,5,0,1,0,0,0,0,0,0,1
R002014,male,3,rural,tertiary,1,12,0,1,0,0,0,0,0,1,0
R002015,female,3,rural,secondary,1,2,0,1,0,0,0,0,0,1,0
R002016,female,2,urban,secondary,1,1,0,0,0,0,0,0,0,0,1
R002017,female,2,rural,tertiary,1,1,0,0,0,0,0,0,0,0,1
R002018,female,2,urban,primary,1,5,0,0,0,0,0,0,0,1,1
R002019,female,5,rural,secondary,1,2,0,0,0,0,0,0,0,1,1
R002020,female,3,urban,secondary,1,30,0,0,0,0,0,0,0,0,1
R002021,female,2,urban,tertiary,1,2,0,1,0,0,0,0,0,1,0
R002022,female,3,urban,primary,1,0,0,0,0,0,0,0,0,0,1
R002023,female,1,urban,primary,0,0,0,0,1,1,1,1,1,1,1
R002024,female,4,rural,secondary,1,1,0,0,0,0,0,0,0,0,1
R002025,female,4,urban,tertiary,1,5,0,0,0,0,0,0,0,1,0
R002026,male,4,urban,primary,1,12,0,1,0,0,0,0,0,1,1
R002027,female,3,urban,secondary,1,5,1,1,0,0,0,0,0,1,0
R002028,female,2,rural,secondary,1,0,0,0,0,0,0,0,0,1,0
R002029,female,1,urban,secondary,0,0,0,0,0,0,0,1,0,0,1
R002030,female,5,rural,primary,1,12,0,0,0,0,0,0,0,1,1
R002031,male,1,urban,secondary,1,30,0,0,0,0,0,0,0,0,0
R002032,female,1,urban,secondary,1,30,1,0,0,0,0,0,0,1,0
R002033,male,2,urban,primary,1,5,0,0,0,0,0,0,0,1,0
R002034,female,2,urban,tertiary,1,1,0,0,0,0,0,0,0,1,1
R002035,male,3,urban,tertiary,1,0,0,0,0,0,0,0,0,0,1
R002036,female,4,urban,secondary,1,30,0,0,0,0,0,0,0,1,0
R002037,female,4,rural,none,1,30,0,1,0,0,0,0,0,0,1
R002038,male,1,urban,none,0,0,0,0,1,0,1,0,1,0,0
R002039,male,2,urban,tertiary,1,5,0,0,0,0,0,0,0,0,1
R002040,female,2,urban,tertiary,1,2,1,0,0,0,0,0,0,1,1
R002041,male,3,urban,tertiary,1,2,0,1,0,0,0,0,0,1,1
R002042,male,2,rural,secondary,1,5,0,0,0,0,0,0,0,0,0
R002043,male,4,rural,tertiary,1,0,0,0,0,0,0,0,0,1,1
R002044,male,2,urban,tertiary,1,12,0,0,0,0,0,0,0,0,1
R002045,female,1,urban,secondary,0,0,0,0,1,1,0,0,0,0,0
R002046,male,5,urban,primary,1,1,1,0,0,0,0,0,0,1,1
R002047,male,5,rural,primary,1,5,0,0,0,0,0,0,0,0,1
R002048,male,5,urban,secondary,1,5,0,0,0,0,0,0,0,0,1
R002049,male,1,urban,secondary,1,0,0,0,0,0,0,0,0,1,1
R002050,female,4,rural,primary,0,0,0,0,1,1,1,0,0,1,0
R002051,female,1,rural,secondary,0,0,0,0,0,0,0,1,0,1,1
R002052,male,5,urban,secondary,1,12,1,0,0,0,0,0,0,1,1
R002053,female,1,urban,tertiary,1,5,0,0,0,0,0,0,0,0,0
R002054,male,2,rural,primary,1,1,0,1,0,0,0,0,0,1,1
R002055,female,3,urban,secondary,1,5,1,0,0,0,0,0,0,1,1
R002056,female,2,urban,tertiary,1,1,0,0,0,0,0,0,0,1,1
R002057,female,4,urban,secondary,1,30,1,0,0,0,0,0,0,0,0
R002058,male,4,urban,tertiary,1,0,0,0,0,0,0,0,0,1,0
R002059,male,2,urban,secondary,1,0,0,0,0,0,0,0,0,1,1
R002060,male,4,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R002061,male,4,urban,secondary,1,2,1,1,0,0,0,0,0,1,1
R002062,female,1,urban,none,1,12,0,0,0,0,0,0,0,1,1
R002063,male,3,urban,secondary,1,1,1,1,0,0,0,0,0,0,0
R002064,female,3,urban,primary,1,1,0,0,0,0,0,0,0,1,1
R002065,female,5,rural,secondary,1,1,0,1,0,0,0,0,0,1,1
R002066,female,1,rural,secondary,0,0,0,0,1,0,0,0,1,1,0
R002067,female,2,rural,secondary,1,0,0,0,0,0,0,0,0,0,1
R002068,male,5,rural,secondary,1,5,1,0,0,0,0,0,0,1,0
R002069,female,4,urban,secondary,1,12,1,1,0,0,0,0,0,1,0
R002070,female,4,urban,secondary,1,1,0,0,0,0,0,0,0,1,1
R002071,female,5,urban,tertiary,1,2,0,1,0,0,0,0,0,1,1
R002072,female,2,urban,secondary,1,0,0,1,0,0,0,0,0,1,0
R002073,female,2,urban,secondary,1,30,0,1,0,0,0,0,0,0,1
R002074,female,4,rural,secondary,1,12,0,0,0,0,0,0,0,1,0
R002075,male,4,rural,secondary,1,0,0,1,0,0,0,0,0,1,1
R002076,male,5,rural,secondary,1,0,0,1,0,0,0,0,0,1,1
R002077,female,3,urban,secondary,1,30,0,0,0,0,0,0,0,1,0
R002078,female,2,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R002079,male,3,urban,tertiary,1,5,0,1,0,0,0,0,0,1,0
R002080,male,1,urban,secondary,1,2,0,0,0,0,0,0,0,0,1
R002081,male,3,urban,tertiary,1,12,0,1,0,0,0,0,0,1,1
R002082,female,2,urban,secondary,1,5,0,1,0,0,0,0,0,0,0
R002083,male,3,rural,secondary,1,5,1,0,0,0,0,0,0,1,0
R002084,male,4,rural,tertiary,1,2,0,0,0,0,0,0,0,1,0
R002085,male,4,rural,tertiary,1,2,0,0,0,0,0,0,0,0,1
R002086,male,2,rural,secondary,1,5,0,0,0,0,0,0,0,0,1
R002087,female,2,urban,primary,0,0,0,0,1,0,0,1,0,1,1
R002088,female,3,urban,none,1,30,1,0,0,0,0,0,0,1,0
R002089,male,1,urban,secondary,0,0,0,0,1,0,1,0,1,0,0
R002090,male,2,urban,primary,0,0,0,0,1,0,0,0,0,1,0
R002091,male,4,urban,primary,1,2,1,0,0,0,0,0,0,0,0
R002092,female,5,urban,secondary,1,30,0,0,0,0,0,0,0,1,1
R002093,male,4,urban,none,1,1,0,0,0,0,0,0,0,0,1
R002094,male,1,urban,none,0,0,0,0,0,1,1,0,0,0,0
R002095,female,2,urban,primary,1,2,0,1,0,0,0,0,0,1,0
R002096,male,3,rural,tertiary,1,12,0,0,0,0,0,0,0,1,1
R002097,female,5,rural,none,0,0,0,0,1,0,0,0,0,1,0
R002098,female,2,urban,secondary,1,5,0,1,0,0,0,0,0,0,1
R002099,female,5,rural,secondary,1,2,0,0,0,0,0,0,0,0,0
R002100,female,1,rural,secondary,0,0,0,0,0,0,0,0,0,1,0
R002101,female,2,urban,secondary,0,0,0,0,1,0,1,0,0,0,1
R002102,male,5,urban,tertiary,1,5,0,1,0,0,0,0,0,1,1
R002103,male,1,urban,secondary,1,2,0,0,0,0,0,0,0,1,0
R002104,male,2,rural,primary,1,1,1,1,0,0,0,0,0,1,0
R002105,female,2,urban,primary,0,0,0,0,1,0,0,1,1,0,1
R002106,female,3,rural,primary,0,0,0,0,1,0,1,0,1,1,0
R002107,female,5,rural,primary,1,1,0,0,0,0,0,0,0,0,1
R002108,male,4,urban,none,1,1,0,0,0,0,0,0,0,0,0
R002109,female,3,urban,primary,0,0,0,0,1,1,0,1,1,1,1
R002110,female,4,urban,secondary,1,12,1,1,0,0,0,0,0,1,1
R002111,female,3,rural,primary,1,12,1,1,0,0,0,0,0,1,1
R002112,female,2,urban,primary,0,0,0,0,0,0,1,0,0,0,1
R002113,female,1,urban,none,0,0,0,0,1,0,0,0,1,0,1
R002114,female,1,rural,secondary,1,2,0,0,0,0,0,0,0,1,0
R002115,male,1,rural,tertiary,1,1,0,1,0,0,0,0,0,0,1
R002116,male,1,urban,primary,1,30,0,0,0,0,0,0,0,0,0
R002117,male,1,urban,tertiary,1,12,1,0,0,0,0,0,0,1,1
R002118,female,2,urban,secondary,1,0,0,0,0,0,0,0,0,0,1
R002119,male,1,urban,primary,1,30,0,0,0,0,0,0,0,1,0
R002120,female,2,rural,none,0,0,0,0,0,1,1,0,1,1,1
R002121,female,1,urban,primary,1,30,0,1,0,0,0,0,0,0,1
R002122,male,2,urban,primary,1,5,0,0,0,0,0,0,0,0,1
R002123,female,2,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R002124,female,3,rural,tertiary,1,5,0,0,0,0,0,0,0,1,1
R002125,female,2,rural,primary,1,2,0,0,0,0,0,0,0,1,0
R002126,female,4,urban,primary,1,12,0,0,0,0,0,0,0,1,1
R002127,female,4,urban,primary,0,0,0,0,0,0,0,0,0,0,1
R002128,male,3,urban,secondary,1,5,0,0,0,0,0,0,0,0,1
R002129,male,4,urban,primary,0,0,0,0,0,0,0,1,1,1,1
R002130,female,3,rural,tertiary,1,5,1,1,0,0,0,0,0,0,1
R002131,male,3,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R002132,male,3,rural,secondary,1,0,1,0,0,0,0,0,0,0,0
R002133,female,5,urban,primary,1,0,1,0,0,0,0,0,0,1,1
R002134,female,1,rural,none,1,5,0,0,0,0,0,0,0,0,0
R002135,male,1,rural,secondary,1,30,0,0,0,0,0,0,0,1,0
R002136,male,2,urban,secondary,1,12,0,0,0,0,0,0,0,1,0
R002137,female,2,rural,primary,1,1,0,0,0,0,0,0,0,0,0
R002138,female,2,urban,secondary,1,30,1,0,0,0,0,0,0,0,1
R002139,female,2,rural,secondary,0,0,0,0,1,0,1,0,0,1,0
R002140,female,2,rural,none,0,0,0,0,0,0,1,0,0,1,1
R002141,female,2,urban,secondary,0,0,0,0,0,0,0,0,1,1,1
R002142,male,2,rural,tertiary,1,5,0,1,0,0,0,0,0,1,0
R002143,female,1,urban,secondary,1,5,0,1,0,0,0,0,0,1,0
R002144,female,5,urban,secondary,1,12,0,1,0,0,0,0,0,1,1
R002145,male,5,rural,primary,1,30,0,1,0,0,0,0,0,0,0
R002146,female,2,urban,none,1,0,1,0,0,0,0,0,0,0,1
R002147,male,5,urban,tertiary,1,1,0,1,0,0,0,0,0,1,1
R002148,female,1,urban,secondary,1,2,0,1,0,0,0,0,0,1,0
R002149,male,1,rural,secondary,0,0,0,0,1,1,1,0,0,1,1
R002150,female,4,rural,secondary,0,0,0,0,1,0,0,0,1,1,1
R002151,male,1,rural,secondary,1,1,0,1,0,0,0,0,0,0,1
R002152,female,1,urban,tertiary,1,1,0,0,0,0,0,0,0,1,0
R002153,female,3,urban,secondary,1,2,1,1,0,0,0,0,0,0,1
R002154,female,1,urban,primary,0,0,0,0,0,0,0,0,0,1,0
R002155,male,2,rural,secondary,0,0,0,0,0,0,1,1,0,0,1
R002156,female,5,rural,primary,1,5,0,0,0,0,0,0,0,1,1
R002157,female,1,urban,secondary,1,2,0,0,0,0,0,0,0,0,0
R002158,female,4,rural,primary,0,0,0,0,1,0,0,0,1,1,1
R002159,male,2,rural,tertiary,1,5,0,0,0,0,0,0,0,0,0
R002160,male,4,urban,primary,1,2,1,0,0,0,0,0,0,1,1
R002161,male,1,urban,secondary,1,5,0,0,0,0,0,0,0,0,0
R002162,male,2,rural,secondary,1,1,1,0,0,0,0,0,0,1,0
R002163,female,2,rural,secondary,0,0,0,0,1,1,0,0,1,0,0
R002164,male,1,rural,secondary,0,0,0,0,1,0,1,0,0,1,0
R002165,male,3,urban,primary,1,5,0,1,0,0,0,0,0,1,1
R002166,male,4,urban,primary,1,12,1,0,0,0,0,0,0,0,1
R002167,male,2,urban,secondary,1,12,1,1,0,0,0,0,0,1,1
R002168,male,3,urban,primary,1,30,0,0,0,0,0,0,0,1,0
R002169,female,3,urban,primary,1,5,0,0,0,0,0,0,0,1,0
R002170,female,4,rural,none,0,0,0,0,1,0,0,0,0,1,0
R002171,male,2,urban,secondary,1,5,0,0,0,0,0,0,0,0,1
R002172,female,3,urban,none,1,0,0,0,0,0,0,0,0,1,0
R002173,female,5,urban,primary,1,1,1,0,0,0,0,0,0,1,1
R002174,male,1,urban,none,1,5,0,0,0,0,0,0,0,0,0
R002175,female,2,rural,secondary,0,0,0,0,1,0,1,0,1,0,0
R002176,female,2,urban,none,1,5,0,0,0,0,0,0,0,1,0
R002177,female,1,urban,primary,1,30,0,0,0,0,0,0,0,0,0
R002178,female,1,urban,secondary,1,12,0,1,0,0,0,0,0,0,0
R002179,female,1,urban,none,0,0,0,0,0,1,1,1,1,0,0
R002180,female,5,rural,secondary,1,1,1,1,0,0,0,0,0,1,1
R002181,female,2,urban,secondary,0,0,0,0,1,0,1,0,0,1,0
R002182,female,1,urban,primary,1,1,0,0,0,0,0,0,0,0,1
R002183,male,4,urban,primary,1,5,1,0,0,0,0,0,0,1,1
R002184,male,2,urban,secondary,1,5,1,0,0,0,0,0,0,1,1
R002185,female,4,urban,secondary,1,5,0,1,0,0,0,0,0,0,1
R002186,male,3,rural,tertiary,1,1,0,0,0,0,0,0,0,0,1
R002187,female,5,rural,secondary,0,0,0,0,1,1,1,0,0,0,1
R002188,male,1,urban,secondary,1,5,0,0,0,0,0,0,0,0,0
R002189,female,2,urban,none,1,2,0,0,0,0,0,0,0,1,0
R002190,female,1,rural,primary,0,0,0,0,1,1,0,1,1,1,1
R002191,female,3,rural,none,0,0,0,0,1,1,1,1,1,1,0
R002192,male,1,urban,secondary,1,1,0,0,0,0,0,0,0,0,1
R002193,female,1,urban,none,1,12,0,0,0,0,0,0,0,0,0
R002194,male,5,urban,primary,1,1,1,1,0,0,0,0,0,1,1
R002195,female,3,urban,secondary,0,0,0,0,0,1,0,1,0,1,1
R002196,male,2,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R002197,female,2,urban,secondary,0,0,0,0,0,0,1,0,1,0,1
R002198,female,5,rural,secondary,1,5,1,0,0,0,0,0,0,1,0
R002199,female,2,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R002200,female,1,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R002201,male,1,urban,primary,1,2,0,0,0,0,0,0,0,1,1
R002202,female,2,rural,primary,0,0,0,0,0,1,0,0,0,0,0
R002203,female,4,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R002204,male,5,rural,secondary,1,2,0,1,0,0,0,0,0,1,1
R002205,female,3,urban,none,1,5,0,0,0,0,0,0,0,1,1
R002206,female,4,urban,none,1,5,1,0,0,0,0,0,0,1,1
R002207,male,1,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R002208,female,1,rural,primary,0,0,0,0,0,0,0,0,1,1,0
R002209,female,5,urban,primary,1,2,0,0,0,0,0,0,0,1,1
R002210,female,5,urban,secondary,1,5,0,1,0,0,0,0,0,0,1
R002211,female,5,rural,tertiary,1,0,0,0,0,0,0,0,0,1,0
R002212,female,5,urban,secondary,1,1,0,1,0,0,0,0,0,1,1
R002213,male,1,urban,primary,1,2,0,0,0,0,0,0,0,0,0
R002214,female,5,urban,secondary,1,5,0,1,0,0,0,0,0,1,1
R002215,female,2,urban,secondary,0,0,0,0,1,0,0,1,0,1,1
R002216,female,2,urban,secondary,1,5,1,0,0,0,0,0,0,0,1
R002217,female,1,rural,secondary,1,1,0,1,0,0,0,0,0,0,0
R002218,male,2,rural,secondary,1,1,0,0,0,0,0,0,0,1,0
R002219,female,5,urban,secondary,1,5,0,1,0,0,0,0,0,1,1
R002220,male,3,urban,none,0,0,0,0,0,0,1,0,1,1,1
R002221,male,3,urban,secondary,1,2,0,1,0,0,0,0,0,1,1
R002222,male,3,urban,secondary,1,1,0,0,0,0,0,0,0,1,1
R002223,male,3,urban,secondary,1,5,1,0,0,0,0,0,0,0,1
R002224,male,2,urban,tertiary,1,12,0,0,0,0,0,0,0,0,1
R002225,female,2,rural,none,0,0,0,0,0,1,1,1,1,0,0
R002226,female,5,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R002227,male,4,rural,secondary,1,30,0,1,0,0,0,0,0,0,1
R002228,female,1,rural,secondary,0,0,0,0,1,0,1,0,1,1,0
R002229,male,2,urban,secondary,1,12,0,0,0,0,0,0,0,0,0
R002230,male,2,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R002231,female,2,rural,secondary,0,0,0,0,1,1,1,0,0,1,0
R002232,female,4,urban,secondary,1,1,0,1,0,0,0,0,0,1,1
R002233,male,2,rural,secondary,0,0,0,0,1,0,0,0,1,0,1
R002234,female,4,urban,primary,1,1,0,0,0,0,0,0,0,1,0
R002235,female,4,urban,none,0,0,0,0,0,0,1,1,1,1,1
R002236,male,4,rural,secondary,1,30,1,1,0,0,0,0,0,1,0
R002237,female,5,rural,primary,1,2,1,1,0,0,0,0,0,1,0
R002238,female,2,rural,tertiary,1,1,1,0,0,0,0,0,0,1,0
R002239,female,1,rural,secondary,1,5,0,0,0,0,0,0,0,1,0
R002240,male,5,urban,primary,1,12,0,0,0,0,0,0,0,1,1
R002241,female,1,urban,secondary,0,0,0,0,1,0,0,0,1,1,0
R002242,female,3,rural,tertiary,1,1,1,0,0,0,0,0,0,0,0
R002243,female,4,rural,primary,1,30,1,1,0,0,0,0,0,1,0
R002244,male,1,urban,primary,1,30,0,0,0,0,0,0,0,1,0
R002245,male,1,rural,primary,1,12,0,1,0,0,0,0,0,0,0
R002246,female,5,rural,secondary,1,1,0,1,0,0,0,0,0,1,1
R002247,male,4,urban,primary,1,5,0,0,0,0,0,0,0,0,1
R002248,female,4,urban,secondary,1,2,0,1,0,0,0,0,0,0,0
R002249,female,2,urban,primary,0,0,0,0,1,0,0,0,0,0,1
R002250,female,3,rural,secondary,1,2,1,0,0,0,0,0,0,0,1
R002251,female,4,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R002252,male,4,urban,tertiary,1,5,0,1,0,0,0,0,0,1,1
R002253,male,4,urban,tertiary,1,1,0,1,0,0,0,0,0,1,1
R002254,female,4,urban,secondary,1,2,0,1,0,0,0,0,0,1,1
R002255,male,4,rural,none,1,5,0,0,0,0,0,0,0,1,1
R002256,male,2,urban,primary,1,5,0,0,0,0,0,0,0,1,1
R002257,male,3,urban,tertiary,1,30,0,0,0,0,0,0,0,1,0
R002258,female,2,rural,secondary,0,0,0,0,1,0,0,0,1,1,0
R002259,female,1,rural,secondary,1,12,0,1,0,0,0,0,0,0,1
R002260,female,4,urban,tertiary,1,12,0,0,0,0,0,0,0,1,1
R002261,female,1,urban,primary,0,0,0,0,1,0,1,0,0,1,1
R002262,male,5,urban,secondary,1,30,1,0,0,0,0,0,0,1,1
R002263,female,3,urban,tertiary,1,30,0,1,0,0,0,0,0,1,1
R002264,female,2,rural,primary,0,0,0,0,1,1,0,0,0,0,0
R002265,female,5,rural,secondary,1,2,0,0,0,0,0,0,0,1,1
R002266,male,3,urban,secondary,1,12,0,1,0,0,0,0,0,0,1
R002267,female,1,urban,secondary,1,5,0,0,0,0,0,0,0,0,1
R002268,male,2,urban,primary,0,0,0,0,1,0,1,0,1,1,1
R002269,female,2,urban,primary,1,1,0,0,0,0,0,0,0,1,1
R002270,female,3,rural,primary,0,0,0,0,0,0,0,1,0,1,1
R002271,male,2,rural,primary,1,2,0,0,0,0,0,0,0,1,1
R002272,male,1,urban,primary,1,12,1,0,0,0,0,0,0,1,0
R002273,male,4,urban,secondary,1,30,0,1,0,0,0,0,0,0,1
R002274,male,5,rural,tertiary,1,5,1,1,0,0,0,0,0,1,0
R002275,female,1,urban,secondary,1,30,1,1,0,0,0,0,0,0,1
R002276,female,5,urban,secondary,1,5,0,1,0,0,0,0,0,1,1
R002277,male,4,urban,secondary,1,1,1,0,0,0,0,0,0,1,1
R002278,male,2,urban,secondary,1,5,0,0,0,0,0,0,0,1,0
R002279,female,1,urban,primary,1,5,0,0,0,0,0,0,0,0,1
R002280,male,5,rural,tertiary,1,5,1,1,0,0,0,0,0,1,0
R002281,female,2,rural,primary,0,0,0,0,1,0,1,1,0,1,1
