source_row,split
3669,train
3670,train
3671,train
3672,train
3673,train
3674,train
3675,train
3676,train
3677,validation
3678,train
3679,validation
3680,validation
3681,train
3682,test
3683,train
3684,train
3685,train
3686,train
3687,train
3688,train
3689,train
3690,test
3691,train
3692,train
3693,test
3694,train
3695,train
3696,train
3697,train
3698,train
3699,train
3700,train
3701,train
3702,train
3703,test
3704,train
3705,test
3707,test
3708,train
3709,train
3710,validation
3711,train
3712,train
3713,train
3714,train
3715,train
3716,train
3717,train
3718,train
3719,train
3720,train
3721,validation
3722,train
3723,train
3724,train
3725,test
3726,validation
3727,train
3728,train
3729,validation
3730,train
3731,test
3732,train
3733,test
3734,train
3735,train
3736,validation
3737,train
3738,validation
3739,train
3740,train
3741,test
3742,train
3743,train
3744,train
3745,train
3746,train
3747,test
3748,test
3749,train
3750,train
3751,train
3752,validation
3753,train
3754,train
3755,train
3756,train
3757,train
3758,train
3759,test
3760,train
3761,train
3762,train
3763,train
3764,train
3765,train
3766,train
3767,validation
3768,train
3769,train
3770,test
3771,train
3772,validation
3773,train
3774,validation
3775,train
3776,train
3777,train
3779,train
3780,train
3781,train
3782,validation
3783,train
3784,train
3785,train
3786,validation
3787,train
3788,train
3789,train
3790,train
3791,validation
3792,train
3793,train
3794,train
3795,train
3796,validation
3797,validation
3798,train
3799,train
3800,train
3801,validation
3802,test
3803,train
3804,train
3805,validation
3806,test
3807,train
3808,validation
3809,train
3810,train
3811,validation
3812,test
3813,train
3814,train
3815,train
3816,train
3817,validation
3818,train
3819,train
3820,train
3821,validation
3822,validation
3823,test
3824,train
3825,train
3826,train
3827,train
3828,test
3829,validation
3830,validation
3831,train
3832,validation
3862,train
3863,train
3864,train
3865,train
3866,test
3867,validation
3868,validation
3869,validation
3870,train
3871,train
3872,validation
3873,test
3874,train
3875,train
3876,train
3877,train
3878,train
3879,validation
3880,train
3881,train
3882,train
3883,validation
3884,test
3885,train
3886,train
3887,validation
3888,train
3889,train
3890,train
3975,train
3977,validation
3978,train
3979,train
3980,train
3981,train
3982,train
3983,train
3984,train
3985,test
3986,train
3987,train
3988,train
3989,train
3990,test
3991,train
3992,train
3993,train
3994,train
3995,train
3996,train
3997,test
3998,train
3999,train
4000,train
4001,train
4002,train
4003,train
4004,train
4005,train
4006,train
4007,train
4008,validation
4009,train
4010,test
4011,train
4012,train
4013,train
4014,test
4015,train
4016,train
4017,validation
4018,train
4019,train
4020,validation
4021,train
4022,train
4023,train
4024,test
4025,train
4026,test
4027,train
4028,train
4029,train
4030,train
4031,train
4032,test
4033,test
4034,train
4035,train
4036,train
4037,train
4038,train
4039,train
4040,validation
4041,train
4043,train
4089,train
4090,validation
4091,train
4092,train
4093,test
4094,train
4095,train
4096,validation
4097,test
4098,test
4099,train
4172,test
4173,train
4174,train
4175,train
4176,validation
4177,train
4178,train
4179,train
4180,test
4181,train
4182,train
4183,train
4184,train
4185,validation
4186,validation
4187,validation
4188,train
4189,train
4190,test
4191,validation
4192,train
4193,train
4194,train
4195,train
4196,test
4197,train
4198,train
4199,train
4200,validation
4201,test
4202,test
4203,train
4204,train
4205,train
4206,validation
4207,train
4208,train
4209,validation
4210,train
4211,train
4212,train
4213,validation
4214,train
4215,train
4247,train
4248,train
4249,validation
4250,test
4251,train
4252,test
4253,test
4254,train
4255,train
4256,train
4257,train
4258,train
4259,train
4260,train
4261,test
4262,validation
4263,train
4264,test
4265,train
4266,train
4267,train
4268,train
4269,train
4270,train
4271,train
4272,validation
4273,train
4274,validation
4275,test
4276,test
4277,train
4278,train
4279,train
4280,train
4281,train
4282,train
4283,train
4284,train
4285,validation
4286,train
4287,train
4288,train
4289,validation
4290,train
4291,train
4292,train
4293,train
4294,train
4295,train
4296,train
4297,train
4298,train
4299,train
4300,train
4301,train
4302,train
4303,train
4304,train
4305,train
4307,validation
4308,train
4309,validation
4310,train
4311,train
4312,train
4313,train
4314,train
4315,train
4316,train
4317,train
4318,train
4319,validation
4320,train
4321,test
4322,train
4323,train
4324,train
4325,validation
4326,validation
4327,validation
4328,train
4329,train
4330,train
4331,validation
4332,test
4333,train
4334,validation
4335,train
4336,train
4337,validation
4338,train
4339,train
4340,train
4341,train
4342,train
4343,train
4344,train
4345,train
4346,train
4347,train
4368,train
4369,train
4370,train
4371,train
4372,train
4373,train
4374,train
4375,validation
4376,train
4377,test
4378,test
4379,test
4380,train
4381,train
4382,train
4383,train
4384,validation
4385,test
4386,validation
4387,test
4388,train
4389,train
4390,train
4391,train
4392,train
4393,train
4394,train
4395,train
4396,validation
4397,test
4398,test
4399,train
4400,train
4401,train
4402,train
4403,train
4404,validation
4405,train
4406,validation
4407,validation
4408,train
4409,train
4410,train
4411,train
4412,train
4413,train
4414,train
4415,train
4416,train
4417,validation
4418,train
4419,train
4420,train
4421,train
4422,validation
4480,train
4481,train
4482,train
4483,train
4484,train
4485,train
4486,test
4487,test
4489,train
4490,train
4491,train
4492,train
4493,test
4494,test
4495,train
4535,train
4536,validation
4537,train
4538,validation
4539,validation
4540,train
4541,test
4542,train
4543,test
4544,validation
4545,train
4546,train
4547,train
4548,validation
4549,train
4550,train
4551,train
4552,train
4553,train
4554,train
4555,train
4556,train
4557,train
4558,train
4559,train
4560,train
4561,train
4562,train
4563,validation
4564,test
4565,test
4566,train
4567,test
4568,validation
4569,train
4570,train
4571,train
4572,test
4573,train
4574,test
4575,train
4576,train
4577,train
4578,test
4579,validation
4580,train
4581,train
4582,validation
4583,train
4584,train
4585,test
4586,train
4587,train
4588,train
4589,train
4590,train
4591,validation
4592,validation
4593,validation
4595,train
4596,test
4597,train
4598,test
4599,train
4600,validation
4601,train
4602,train
4603,train
4604,train
4605,train
4606,train
4607,train
4608,train
4609,test
4610,train
4611,validation
4612,test
4613,train
4614,train
4615,validation
4616,train
4617,train
4618,train
4619,train
4620,train
4621,validation
4622,train
4623,train
4624,train
4625,test
4626,train
4627,train
4628,train
4629,validation
4630,test
4631,train
4632,train
4633,train
4634,train
4635,train
4636,train
4637,train
4638,train
4639,train
4640,train
4641,train
4642,train
4643,train
4644,train
4645,validation
4647,train
4648,test
4649,train
4650,train
4651,validation
4652,validation
4653,train
4654,train
4655,validation
4656,train
4657,validation
4658,train
4659,train
4660,train
4661,validation
4662,train
4663,test
4664,train
4665,validation
4666,validation
4667,validation
4668,validation
4669,train
4670,test
4671,validation
4672,validation
4673,train
4674,train
4675,validation
4676,train
4677,train
4678,train
4679,train
4680,train
4681,train
4682,validation
4683,train
4684,train
4685,test
4686,train
4687,validation
4688,train
4689,train
4690,train
4691,train
4692,validation
4693,train
4694,train
4695,train
4696,train
4697,validation
4698,train
4699,train
4700,train
4701,validation
4702,train
4703,train
4704,train
4705,train
4706,validation
4707,test
4708,validation
4709,train
4710,train
4711,train
4712,validation
4713,train
4715,train
4716,train
4717,train
4718,test
4719,train
4720,train
4721,train
4722,train
4723,train
4724,validation
4725,train
4726,train
4727,test
4728,train
4729,validation
4730,test
4731,validation
4732,test
4733,test
4734,test
4735,train
4736,train
4737,validation
4738,train
4739,test
4740,test
4741,validation
4742,train
4743,validation
4744,train
4745,train
4746,train
4747,validation
4748,train
4749,train
4750,train
4751,train
4752,validation
4753,train
4754,train
4755,train
4756,test
4757,train
4758,train
4759,test
4760,train
4761,train
4762,train
4763,train
4764,validation
4765,train
4766,train
4767,test
4768,train
4769,train
4770,train
4771,train
4772,validation
4773,train
4774,train
4775,train
4776,train
4777,train
4778,validation
4779,train
4780,train
4781,test
4782,train
4783,train
4784,train
4785,train
4787,train
4788,train
4789,train
4790,train
4791,validation
4792,train
4793,train
4794,train
4795,train
4796,train
4797,train
4798,validation
4799,train
4800,train
4801,test
4802,validation
4803,validation
4804,validation
4805,test
4806,test
4807,train
4808,train
4809,train
4810,train
4811,test
4812,test
4813,train
4814,train
4815,validation
4816,train
4817,train
4818,train
4819,train
4820,train
4821,train
4822,train
4823,train
4824,train
4825,train
4826,train
4827,train
4828,train
4829,train
4830,train
4831,train
4832,train
4833,train
4834,train
4835,train
4836,train
4837,test
4838,train
4839,train
4840,train
4841,test
4842,train
4843,train
4844,train
4845,train
4846,train
4847,train
4848,validation
4849,train
4850,test
4851,validation
4852,train
4853,train
4854,validation
4855,train
4856,test
4857,train
4859,train
4860,train
4861,train
4862,validation
4863,train
4864,train
4865,train
4866,train
4867,train
4868,train
4869,train
4870,train
4871,train
4872,train
4873,validation
4874,train
4875,train
4876,test
4877,validation
4878,train
4890,test
4891,train
4892,train
4893,train
4894,validation
4895,train
4896,train
4897,train
4898,train
4899,train
4900,test
4901,train
4902,train
4903,train
4904,train
4905,test
4906,validation
4907,train
4908,test
4909,train
4910,train
4911,train
4912,train
4913,train
4914,train
4915,train
4917,train
4918,validation
4919,train
5062,train
5063,train
5064,train
5065,test
5066,test
5067,validation
5068,train
5069,train
5070,train
5071,train
5072,train
5073,test
5074,train
5075,train
5076,train
5077,train
5078,test
5079,test
5080,train
5081,train
5082,train
5083,train
5084,test
5085,train
5086,train
5087,test
5088,train
5089,train
5090,test
5091,train
5092,train
5093,train
5094,train
5095,train
5096,validation
5097,train
5098,train
5099,train
5100,train
5101,train
5102,test
5103,train
5104,train
5105,train
5106,train
5107,train
5108,train
5109,train
5110,train
5111,train
5112,train
5113,train
5114,train
5115,train
5116,train
5117,train
5118,train
5119,validation
5120,train
5121,train
5123,train
5124,train
5125,test
5126,test
5127,validation
5128,train
5129,test
5130,train
5131,train
5132,validation
5133,validation
5134,train
5135,train
5136,validation
5137,train
5138,test
5139,train
5140,test
5141,validation
5142,train
5143,train
5144,train
5145,train
5146,validation
5147,validation
5148,train
5149,validation
5150,train
5151,train
5152,test
5153,train
5154,train
5155,test
5156,train
5157,train
5158,train
5159,train
5160,train
5161,train
5162,test
5163,train
5164,train
5165,validation
5166,train
5167,validation
5168,train
5169,train
5170,train
5171,train
5172,train
5173,train
5174,train
5199,train
5200,train
5374,train
5375,train
5376,train
5377,validation
5378,train
5379,validation
5380,train
5381,train
5382,train
5383,train
5384,test
5385,test
5387,train
5388,validation
5389,train
5390,test
5391,train
5392,train
5393,validation
5394,train
5395,train
5396,train
5397,train
5398,train
5399,validation
5400,test
5401,train
5402,train
5403,test
5404,train
5405,train
5406,test
5407,train
5408,train
5409,train
5411,train
5412,train
5413,train
5414,train
5415,validation
5416,train
5417,test
5418,train
5419,train
5420,validation
5421,train
5422,train
5423,validation
5424,train
5425,test
5426,train
5427,validation
5428,train
5429,train
5430,train
5431,train
5432,validation
5433,train
5435,train
5436,train
5437,train
5438,train
5439,train
5440,train
5441,train
5442,train
5443,train
5444,validation
5445,train
5446,train
5447,train
5448,train
5449,test
5450,validation
5451,validation
5452,train
5453,train
5454,test
5455,validation
5456,validation
5457,train
5459,test
5460,train
5461,train
5462,train
5463,test
5464,train
5465,validation
5466,train
5467,train
5468,train
5469,test
5470,train
5471,train
5472,train
5473,train
5474,test
5475,train
5476,test
5477,train
5478,train
5479,train
5480,train
5481,validation
5483,train
5484,test
5485,validation
5486,train
5487,train
5488,train
5489,train
5490,train
5491,train
5492,test
5493,train
5494,validation
5495,validation
5496,test
5497,train
5498,train
5499,validation
5500,train
5501,train
5502,test
5503,train
5504,test
5505,train
5507,train
5508,train
5509,validation
5510,validation
5511,train
5512,train
5513,train
5514,train
5515,test
5516,train
5517,train
5518,train
5519,train
5520,validation
5521,train
5522,train
5523,train
5524,validation
5525,train
5526,test
5527,test
5528,train
5529,validation
5531,train
5532,test
5533,train
5534,validation
5535,test
5536,train
5537,train
5538,train
5539,train
5540,train
5541,train
5542,test
5543,train
5544,train
5545,validation
5546,validation
5547,train
5548,train
5549,train
5550,train
5551,train
5552,train
5553,validation
5555,validation
5556,train
5557,train
5558,train
5559,train
5560,train
5561,train
5562,test
5563,validation
5564,test
5565,train
5566,validation
5567,train
5568,train
5569,train
5570,train
5571,train
5572,train
5573,validation
5574,train
5575,test
5576,train
5577,train
5579,train
5580,train
5581,train
5582,train
5583,validation
5584,train
5585,train
5586,train
5587,train
5588,train
5589,train
5590,test
5591,train
5592,train
5593,train
5594,train
5595,test
5596,train
5597,train
5598,train
5599,test
5600,test
5601,train
5603,validation
5604,validation
5605,train
5606,train
5607,test
5608,validation
5609,train
5610,train
5611,test
5612,train
5613,test
5614,train
5615,train
5616,train
5617,train
5618,train
5619,train
5620,train
5621,train
5622,train
5623,train
5624,train
5625,test
5627,train
5628,train
5629,train
5630,train
5631,train
5632,train
5633,train
5634,test
5635,validation
5636,train
5637,train
5638,validation
5639,train
5640,train
5641,train
5642,train
5643,train
5644,train
5645,test
5646,train
5647,train
5648,train
5649,train
5651,train
5652,train
5653,train
5654,train
5655,test
5656,test
5657,train
5658,train
5659,train
5660,validation
5661,train
5662,train
5663,train
5664,train
5665,validation
5666,train
5667,validation
5668,train
5669,train
5670,train
5671,train
5672,train
5673,train
5675,train
5676,train
5677,test
5678,train
5679,train
5680,train
5681,train
5682,train
5683,train
5684,train
5685,train
5686,train
5687,train
5688,train
5689,train
5690,train
5691,train
5692,train
5693,train
5694,train
5695,train
5696,test
5697,test
5699,train
5700,train
5701,train
5702,train
5703,train
5704,train
5705,test
5706,train
5707,train
5708,train
5709,validation
5710,train
5711,train
5712,train
5713,train
5714,validation
5715,train
5716,train
5717,test
5718,train
5719,train
5720,validation
5721,train
5722,validation
5723,train
5724,train
5725,validation
5726,train
5727,train
5736,train
5737,train
5738,validation
5739,train
5740,train
5741,train
5742,train
5743,train
5744,train
5745,validation
5746,train
5747,train
5748,train
5749,test
5750,train
5751,train
5752,train
5753,train
5754,train
5755,train
5756,train
5757,validation
5758,train
5759,train
5760,train
5761,validation
5762,train
5763,train
5764,train
5765,train
5766,train
5767,train
5768,train
5769,train
5770,test
5771,train
5772,train
5773,train
5774,train
5775,test
5776,train
5777,train
5778,test
5779,train
5780,train
5781,train
5782,test
5783,train
5784,train
5785,train
5786,train
5787,train
5788,train
5789,train
5790,train
5791,train
5792,train
5793,train
5795,train
5796,train
5797,validation
5798,train
5799,validation
5800,train
5801,test
5802,train
5803,validation
5804,train
5805,train
5806,test
5807,train
5808,train
5809,train
5810,train
5811,test
5812,train
5813,train
5814,train
5815,train
5816,test
5817,train
5818,validation
5819,validation
5820,train
5821,train
5822,train
5823,train
5824,train
5825,train
5826,train
5827,train
5828,test
5829,train
5830,validation
5831,train
5832,validation
5833,train
5853,train
5854,validation
5855,validation
5856,train
5857,train
5858,test
5859,test
5860,test
5861,train
5862,train
5863,train
5864,train
5865,test
5866,train
5867,train
5868,train
5869,validation
5870,train
5871,train
5872,test
5873,train
5874,train
5875,test
5876,train
5877,train
5878,train
5879,train
5880,train
5881,train
5882,train
5883,train
5884,train
5885,train
5886,train
5887,train
5888,train
5889,test
5890,train
5891,train
5892,validation
5893,train
5894,validation
5895,train
5896,train
5897,train
5898,validation
5899,validation
5900,test
5901,validation
5902,train
5903,test
5904,train
5905,train
5906,train
5907,validation
5908,train
5909,train
5910,train
5911,train
5912,train
5913,validation
5915,validation
5916,train
5917,validation
5918,test
5919,validation
5920,validation
5921,validation
5922,train
5923,train
5924,train
5925,train
5926,train
5927,train
5928,test
5929,train
5930,train
5931,train
5932,train
5933,test
5934,validation
5935,train
5936,test
5937,train
5938,train
5939,validation
5940,train
5941,train
5942,train
5943,test
5944,train
5945,validation
5946,train
5947,train
5948,validation
5949,train
5950,train
5951,test
5952,test
5953,validation
5954,test
5955,train
5956,test
5957,test
5958,test
5959,train
5960,validation
5961,test
5962,train
5963,test
5964,test
5965,train
5966,train
5967,train
5968,train
5969,validation
5970,train
5971,test
5972,test
5973,train
5974,train
5975,train
5976,train
5977,test
5978,validation
5979,validation
5980,validation
5981,test
5982,train
5983,test
5984,train
5985,train
5987,train
5988,train
5989,train
5990,train
5991,train
5992,train
5993,train
5994,train
5995,train
5996,train
5997,train
5998,train
5999,train
6000,train
6001,train
6002,train
6003,test
6004,validation
6005,train
6006,train
6007,train
6008,validation
6009,train
6010,train
6011,validation
6012,train
6013,train
6014,train
6015,train
6016,train
6017,train
6018,train
6019,train
6020,train
6021,validation
6022,train
6023,train
6024,train
6025,validation
6026,train
6027,train
6028,train
6029,train
6030,train
6031,train
6032,train
6033,test
6034,validation
6035,train
6036,validation
6037,train
6038,train
6039,train
6040,validation
6042,test
6043,train
6044,train
6045,validation
6046,train
6047,train
6048,train
6049,validation
6050,train
6051,train
6052,train
6053,train
6054,train
6055,train
6056,train
6057,train
6058,train
6059,train
6060,validation
6061,train
6062,train
6063,validation
6064,train
6065,train
6066,train
6067,test
6068,validation
6069,train
6070,test
6071,train
6072,train
6073,train
6074,train
6075,train
6076,train
6077,train
6078,train
6079,train
6080,train
6081,train
6082,train
6083,train
6084,train
6085,train
6086,test
6087,train
6088,train
6089,train
6090,train
6091,validation
6092,test
6093,train
6094,train
6095,test
6096,test
6097,train
6098,train
6099,test
6100,train
6101,train
6102,train
6103,train
6104,train
6105,train
6107,train
6108,train
6109,train
6110,train
6111,test
6112,validation
6113,train
6114,test
6115,train
6116,test
6117,train
6118,test
6119,train
6120,train
6121,test
6122,train
6123,train
6124,train
6125,train
6126,train
6127,train
6128,train
6129,train
6130,test
6131,train
6132,train
6134,train
6135,train
6136,train
6137,train
6138,train
6139,train
6140,validation
6141,train
6142,train
6143,validation
6144,validation
6145,train
6146,validation
6147,train
6148,train
6149,test
6150,train
6151,validation
6152,test
6153,train
6156,train
6157,train
6158,train
6159,train
6160,train
6161,train
6162,train
6163,train
6164,train
6165,train
6166,validation
6167,validation
6168,train
6169,train
6170,train
6171,train
6172,train
6173,test
6174,test
6175,train
6176,train
6177,train
6179,validation
6180,validation
6181,train
6182,train
6183,train
6184,validation
6185,train
6186,validation
6187,test
6188,train
6189,validation
6190,test
6191,train
6192,train
6193,validation
6194,train
6195,train
6196,train
6197,validation
6198,train
6199,validation
6200,test
6201,train
6202,train
6203,test
6204,train
6205,train
6206,train
6207,train
6208,train
6209,train
6210,train
6211,test
6212,train
6213,validation
6214,train
6215,train
6216,test
6217,train
6218,train
6219,test
6220,train
6221,train
6222,train
6223,validation
6224,train
6225,train
6226,validation
6227,test
6228,train
6229,train
6230,train
6231,test
6232,test
6233,train
6234,train
6235,train
6236,validation
6237,train
6238,train
6239,train
6240,validation
6241,train
6242,train
6243,validation
6244,train
6245,validation
6246,test
6247,train
6248,test
6249,test
6251,train
6252,train
6253,train
6254,train
6255,train
6256,train
6257,test
6258,validation
6259,train
6260,test
6261,train
6262,train
6263,train
6264,train
6265,validation
6266,test
6267,train
6268,train
6269,train
6270,train
6271,validation
6272,train
6273,train
6274,test
6275,train
6276,train
6277,train
6278,test
6279,validation
6280,validation
6281,train
6282,train
6283,train
6284,test
6285,validation
6286,test
6287,validation
6288,test
6289,validation
6290,validation
6291,train
6292,train
6293,train
6294,train
6295,validation
6297,train
6298,train
6299,test
6300,train
6301,test
6302,train
6303,test
6304,train
6305,train
6306,train
6307,train
6308,test
6309,validation
6310,train
6311,validation
6312,train
6313,train
6314,train
6315,train
6316,train
6317,train
6318,train
6319,train
6320,train
6321,test
6322,train
6323,train
6324,train
6325,train
6326,train
6327,train
6328,validation
6329,test
6330,train
6331,train
6332,train
6333,validation
6334,validation
6335,test
6336,validation
6337,train
6338,train
6339,train
6340,validation
6341,test
6342,validation
6343,train
6344,train
6345,validation
6346,train
6347,train
6348,train
6349,train
6350,test
6351,test
6352,train
6353,validation
6354,train
6355,train
6356,train
6357,train
6358,test
6359,train
6360,train
6361,test
6362,validation
6363,train
6364,train
6365,train
6366,test
6367,train
6368,train
6369,train
6371,train
6372,validation
6373,train
6374,train
6375,train
6376,train
6377,test
6378,train
6379,train
6380,train
6381,train
6382,test
6383,test
6384,train
6385,train
6386,train
6387,train
6388,train
6389,train
6390,train
6391,train
6392,validation
6393,train
6394,train
6395,train
6396,train
6397,test
6398,train
6399,train
6400,train
6401,train
6402,train
6403,train
6404,validation
6405,train
6406,train
6407,train
6408,train
6409,test
6410,test
6411,train
6412,train
6413,train
6414,train
6415,train
6416,train
6417,train
6418,train
6419,test
6420,test
6421,validation
6422,train
6423,train
6424,train
6425,validation
6426,test
6427,train
6428,test
6429,train
6430,validation
6431,train
6432,train
6433,test
6434,validation
6435,train
6436,train
6437,train
6438,train
6439,train
6440,train
6441,train
6443,train
6444,test
6445,validation
6446,train
6447,train
6448,train
6449,validation
6450,train
6451,train
6452,train
6453,train
6454,train
6455,train
6456,train
6457,validation
6458,test
6459,train
6460,train
6461,train
6462,train
6463,test
6464,train
6465,train
6466,train
6467,train
6468,validation
6469,validation
6470,train
6471,train
6472,train
6473,train
6474,validation
6475,train
6476,validation
6477,test
6478,test
6479,train
6480,train
6481,train
6482,test
6483,test
6484,train
6485,train
6486,train
6487,train
6488,train
6489,train
6490,train
6491,test
6492,train
6493,train
6494,validation
6495,train
6496,train
6497,validation
6498,train
6499,train
6500,test
6501,train
6502,validation
6503,validation
6504,test
6505,train
6506,train
6507,train
6508,train
6509,validation
6510,train
6511,train
6512,train
6513,train
6515,train
6516,train
6517,train
6518,train
6519,train
6520,validation
6521,validation
6522,train
6523,train
6524,train
6525,train
6526,train
6527,train
6528,validation
6529,train
6530,train
6531,train
6532,train
6533,test
6534,test
6535,validation
6536,validation
6537,train
6538,test
6539,train
6540,test
6541,train
6542,train
6543,train
6544,train
6545,validation
6546,train
6547,train
6548,train
6549,train
6550,train
6551,train
6552,train
6553,train
6554,validation
6555,train
6556,train
6557,train
6558,test
6559,train
6560,test
6561,test
6562,train
6563,train
6564,train
6565,test
6566,train
6567,train
6568,train
6569,train
6570,train
6571,train
6572,validation
6573,train
6574,train
6575,train
6576,train
6577,validation
6578,train
6579,train
6580,train
6581,test
6582,train
6583,test
6584,train
6585,validation
6587,train
6588,train
6589,validation
6590,test
6591,train
6592,train
6593,validation
6594,train
6595,validation
6596,train
6597,train
6598,train
6599,train
6600,test
6601,validation
6602,train
6603,train
6604,train
6605,train
6606,train
6607,test
6608,train
6609,train
6610,test
6611,train
6612,test
6613,validation
6614,train
6615,train
6616,train
6617,train
6618,test
6619,train
6620,test
6621,test
6622,train
6623,train
6624,test
6625,train
6626,train
6627,validation
6628,train
6629,validation
6630,train
6631,train
6632,test
6633,train
6634,validation
6635,train
6636,train
6637,train
6638,train
6639,train
6640,validation
6641,train
6642,train
6643,train
6644,test
6645,train
6646,train
6647,train
6648,train
6649,test
6650,train
6651,train
6652,train
6653,validation
6654,train
6655,train
6656,train
6657,validation
6659,test
6660,train
6661,validation
6662,test
6663,train
6664,validation
6665,train
6666,train
6667,train
6668,train
6669,train
6670,validation
6671,test
6672,train
6673,train
6674,validation
6675,test
6676,train
6677,train
6678,validation
6679,train
6680,test
6681,validation
6682,train
6683,train
6684,train
6685,train
6686,train
6687,validation
6688,train
6689,train
6690,train
6691,train
6692,train
6693,validation
6694,train
6770,test
6771,train
6772,train
6773,train
6774,train
6775,train
6776,validation
6777,test
6778,train
6779,train
6780,train
6781,train
6782,test
6783,train
6784,train
6785,train
6786,train
6787,train
6788,train
6789,validation
6790,train
6791,train
6792,test
6793,train
6794,train
6795,test
6796,train
6797,train
6798,train
6799,train
6800,test
6801,train
6803,train
6804,test
6805,train
6806,train
6807,train
6808,validation
6809,train
6810,train
6811,train
6812,train
6813,train
6814,train
6815,train
6816,validation
6817,train
6818,train
6819,train
6820,train
6821,train
6822,train
6823,train
6824,test
6825,test
6826,train
6827,test
6828,train
6829,train
6830,train
6831,train
6832,train
6833,validation
6834,train
6835,train
6836,train
6837,train
6838,train
6839,validation
6840,train
6841,train
6842,train
6843,train
6844,test
6845,test
6846,train
6847,train
6848,train
6849,train
6850,test
6851,train
6852,train
6853,train
6854,train
6855,train
6856,train
6857,train
6858,train
6859,train
6860,test
6861,train
6862,train
6863,test
6864,train
6865,train
6866,validation
6867,train
6868,train
6869,train
6870,test
6871,validation
6872,train
6873,train
6875,train
6876,train
6877,train
6878,validation
6879,train
6880,train
6881,validation
6882,train
6883,train
6884,train
6885,train
6886,train
6887,train
6888,train
6889,train
6890,test
6891,train
6892,train
6893,train
6894,train
6895,train
6896,train
6897,validation
6898,train
6899,train
6900,train
6901,test
6902,train
6903,train
6904,train
6905,validation
6906,train
6907,train
6908,train
6909,train
6910,train
6911,test
6912,test
6913,train
6914,train
6915,test
6916,test
6917,train
6918,test
6919,train
6920,train
6921,train
6922,train
6923,train
6924,validation
6925,train
6926,train
6927,validation
6928,train
6929,train
6930,test
6931,train
6932,train
6933,train
6934,train
6935,train
6936,validation
6942,validation
6943,train
6944,train
6945,test
6947,train
6948,train
6949,test
6950,test
6951,train
6952,test
6953,train
6954,validation
6955,train
6956,train
6957,train
6958,validation
6959,train
6960,test
6961,test
6962,train
6963,train
6964,train
6965,validation
6966,train
6967,train
6968,validation
6969,test
6970,train
6971,validation
6972,train
6973,train
6974,train
6975,train
6976,train
6977,train
6978,train
6979,validation
6980,train
6981,train
6982,train
6983,train
6984,train
6985,train
6986,validation
6987,train
6988,train
6989,validation
6990,train
6991,train
6992,train
6993,validation
6994,train
6995,train
6996,train
6997,test
6998,train
6999,train
7000,test
7001,test
7002,train
7003,train
7004,train
7005,train
7006,train
7007,test
7008,train
7009,validation
7010,validation
7011,train
7012,test
7013,validation
7014,test
7111,train
7112,train
7113,train
7114,train
7115,train
7116,train
7117,train
7118,validation
7119,validation
7120,train
7121,train
7122,train
7123,train
7124,train
7125,train
7126,validation
7127,train
7128,test
7129,train
7130,train
7131,train
7132,train
7133,validation
7134,train
7135,test
7136,test
7137,train
7138,train
7139,train
7140,test
7141,train
7142,test
7143,train
7144,test
7145,train
7146,train
7147,test
7148,train
7149,train
7150,test
7151,validation
7152,train
7153,test
7154,validation
7207,train
7208,train
7209,validation
7210,train
7211,validation
7212,test
7213,train
7214,train
7215,train
7216,test
7217,validation
7218,train
7219,train
7220,test
7221,train
7222,train
7223,train
7224,train
7225,train
7226,test
7227,train
7228,train
7229,test
7230,train
7231,train
7232,train
7233,train
7235,test
7236,train
7237,validation
7238,train
7239,train
7240,train
7241,test
7242,train
7243,test
7244,train
7245,test
7246,train
7247,train
7248,validation
7249,train
7250,test
7251,train
7252,test
7253,train
7254,train
7255,train
7256,train
7257,train
7258,validation
7259,test
7260,train
7261,train
7262,train
7263,train
7264,train
7265,train
7266,validation
7267,train
7268,train
7269,train
7270,train
7271,test
7272,train
7273,train
7274,train
7275,train
7276,train
7277,train
7278,validation
7279,train
7280,train
7281,train
7282,train
7283,validation
7284,train
7285,validation
7286,train
7287,train
7288,train
7289,train
7290,validation
7291,test
7292,test
7293,train
7294,train
7295,train
7296,train
7297,train
7298,train
7299,train
7300,train
7301,test
7302,validation
7303,train
7304,validation
7305,train
7307,test
7308,train
7309,validation
7310,train
7311,train
7312,train
7313,validation
7314,validation
7315,validation
7316,test
7317,train
7318,train
7319,train
7320,test
7321,validation
7322,train
7323,train
7324,train
7325,train
7326,train
7327,validation
7328,train
7329,train
7330,train
7333,validation
7334,train
7335,train
7336,train
7337,train
7338,train
7339,train
7340,train
7341,train
7342,train
7343,train
7344,train
7345,train
7346,train
7347,train
7348,test
7349,train
7350,test
7351,test
7352,train
7353,test
7354,train
7355,train
7356,train
7357,validation
7358,train
7359,train
7360,train
7361,train
7362,validation
7363,train
7364,train
7365,train
7366,train
7367,test
7368,train
7369,train
7370,train
7371,train
7372,train
7373,validation
7374,train
7375,train
7376,train
7377,validation
7379,test
7380,validation
7381,train
7382,test
7383,test
7384,train
7385,train
7386,train
7387,test
7388,validation
7389,validation
7390,train
7391,train
7392,train
7393,train
7394,validation
7395,train
7396,train
7397,test
7398,validation
7399,train
7400,validation
7401,train
7402,train
7403,train
7404,test
7405,train
7406,train
7407,train
7408,test
7409,train
7410,validation
7411,train
7412,train
7413,train
7414,train
7415,train
7416,train
7417,train
7418,train
