loan_id,grade,amount,term_months,interest_rate,defaulted,recovery_rate
L001609,D,1000,24,0.1484,1,0.4025
L001610,D,2500,24,0.1494,0,0.0
L001611,A,10000,36,0.0606,0,0.0
L001612,A,10000,36,0.0555,0,0.0
L001613,B,1000,36,0.0756,0,0.0
L001614,B,500,12,0.0747,0,0.0
L001615,B,5000,36,0.075,0,0.0
L001616,B,5000,60,0.0867,0,0.0
L001617,A,5000,12,0.0527,0,0.0
L001618,D,7500,24,0.1541,1,0.1886
L001619,A,7500,24,0.0484,0,0.0
L001620,C,7500,36,0.1075,0,0.0
L001621,B,2500,12,0.0789,1,0.289
L001622,E,1000,36,0.1946,0,0.0
L001623,B,2500,24,0.0812,0,0.0
L001624,D,7500,12,0.1543,0,0.0
L001625,B,500,24,0.0821,0,0.0
L001626,D,500,24,0.1517,0,0.0
L001627,E,2500,36,0.1955,0,0.0
L001628,C,2500,12,0.1079,0,0.0
L001629,D,10000,60,0.1499,0,0.0
L001630,C,1000,24,0.1058,0,0.0
L001631,B,10000,36,0.0889,0,0.0
L001632,A,10000,36,0.0522,0,0.0
L001633,B,10000,24,0.085,0,0.0
L001634,D,7500,36,0.1496,0,0.0
L001635,C,500,24,0.1083,0,0.0
L001636,B,5000,60,0.0766,0,0.0
L001637,D,500,60,0.1509,0,0.0
L001638,A,1000,12,0.0635,0,0.0
L001639,D,500,24,0.1579,0,0.0
L001640,C,2500,24,0.1141,0,0.0
L001641,B,5000,60,0.0756,0,0.0
L001642,C,7500,24,0.1142,0,0.0
L001643,D,2500,60,0.1428,0,0.0
L001644,B,7500,24,0.0846,0,0.0
L001645,B,2500,24,0.0821,0,0.0
L001646,D,1000,24,0.1495,0,0.0
L001647,B,2500,12,0.074,0,0.0
L001648,A,500,36,0.0505,0,0.0
L001649,B,2500,60,0.0703,0,0.0
L001650,C,1000,12,0.1137,1,0.3467
L001651,E,7500,60,0.192,0,0.0
L001652,B,5000,36,0.0812,0,0.0
L001653,C,1000,60,0.1026,0,0.0
L001654,B,10000,36,0.0731,0,0.0
L001655,A,5000,12,0.048,0,0.0
L001656,E,5000,24,0.1911,0,0.0
L001657,D,5000,36,0.155,0,0.0
L001658,C,5000,36,0.1143,0,0.0
L001659,B,7500,24,0.0858,0,0.0
L001660,E,2500,36,0.1981,0,0.0
L001661,C,7500,24,0.1087,1,0.3439
L001662,C,2500,24,0.1198,0,0.0
L001663,C,7500,12,0.1055,0,0.0
L001664,C,7500,60,0.1089,0,0.0
L001665,C,500,24,0.1255,0,0.0
L001666,D,10000,60,0.1375,0,0.0
L001667,C,1000,60,0.1073,1,0.2375
L001668,D,7500,24,0.1525,0,0.0
L001669,E,5000,60,0.1893,0,0.0
L001670,B,10000,24,0.0819,0,0.0
L001671,A,5000,24,0.0582,0,0.0
L001672,D,1000,60,0.1456,0,0.0
L001673,A,5000,12,0.0672,0,0.0
L001674,C,10000,60,0.125,0,0.0
L001675,A,2500,36,0.0537,0,0.0
L001676,D,500,24,0.1573,0,0.0
L001677,A,2500,24,0.0565,0,0.0
L001678,A,2500,60,0.051,0,0.0
L001679,A,500,60,0.0598,0,0.0
L001680,A,500,60,0.0506,0,0.0
L001681,E,500,36,0.1981,0,0.0
L001682,A,5000,24,0.0566,0,0.0
L001683,B,500,60,0.0812,0,0.0
L001684,A,2500,36,0.0588,0,0.0
L001685,B,7500,36,0.0749,0,0.0
L001686,B,10000,60,0.078,0,0.0
L001687,D,10000,12,0.1526,0,0.0
L001688,B,5000,60,0.0841,0,0.0
L001689,C,7500,60,0.107,0,0.0
L001690,E,500,12,0.1997,0,0.0
L001691,C,5000,12,0.119,0,0.0
L001692,A,2500,12,0.045,0,0.0
L001693,B,7500,12,0.0875,0,0.0
L001694,D,500,12,0.1592,1,0.2504
L001695,A,500,60,0.0531,0,0.0
L001696,B,5000,24,0.0793,0,0.0
L001697,B,2500,60,0.0804,0,0.0
L001698,B,7500,36,0.0741,0,0.0
L001699,C,7500,60,0.1215,0,0.0
L001700,B,5000,12,0.0857,0,0.0
L001701,A,7500,60,0.0534,0,0.0
L001702,B,2500,60,0.0719,0,0.0
L001703,B,1000,36,0.0838,0,0.0
L001704,B,5000,24,0.0757,0,0.0
L001705,C,2500,24,0.1136,0,0.0
L001706,A,10000,36,0.0525,0,0.0
L001707,A,5000,12,0.0483,0,0.0
L001708,C,10000,36,0.1131,0,0.0
L001709,A,1000,24,0.0624,0,0.0
L001710,D,500,24,0.1472,0,0.0
L001711,B,10000,24,0.0764,0,0.0
L001712,A,2500,60,0.0534,0,0.0
L001713,A,500,36,0.0548,0,0.0
L001714,C,5000,60,0.1054,0,0.0
L001715,D,7500,12,0.1473,0,0.0
L001716,A,10000,60,0.054,0,0.0
L001717,D,2500,24,0.1473,0,0.0
L001718,B,10000,12,0.0781,0,0.0
L001719,B,1000,12,0.0742,0,0.0
L001720,D,7500,24,0.1412,0,0.0
L001721,D,10000,24,0.142,0,0.0
L001722,E,10000,36,0.2098,1,0.2013
L001723,E,500,12,0.2,0,0.0
L001724,C,2500,60,0.1236,0,0.0
L001725,B,10000,24,0.0784,1,0.3402
L001726,A,2500,36,0.05,0,0.0
L001727,B,7500,60,0.082,0,0.0
L001728,C,1000,60,0.107,0,0.0
L001729,A,500,12,0.0544,0,0.0
L001730,D,1000,24,0.1558,0,0.0
L001731,B,7500,24,0.0803,0,0.0
L001732,A,500,12,0.0555,0,0.0
L001733,E,2500,12,0.207,1,0.0989
L001734,C,1000,60,0.1169,0,0.0
L001735,B,5000,24,0.0743,0,0.0
L001736,B,500,36,0.0809,0,0.0
L001737,B,2500,24,0.0813,0,0.0
L001738,D,7500,36,0.1447,0,0.0
L001739,B,2500,60,0.0681,0,0.0
L001740,B,1000,60,0.0784,0,0.0
L001741,D,1000,12,0.1554,0,0.0
L001742,B,1000,24,0.0746,0,0.0
L001743,A,500,36,0.0535,0,0.0
L001744,B,10000,60,0.0868,0,0.0
L001745,A,500,60,0.0569,0,0.0
L001746,E,1000,12,0.2036,0,0.0
L001747,D,2500,12,0.1411,0,0.0
L001748,E,2500,12,0.1987,1,0.0477
L001749,C,7500,60,0.1119,1,0.2808
L001750,C,500,60,0.1114,0,0.0
L001751,C,2500,60,0.1105,0,0.0
L001752,D,500,60,0.1496,0,0.0
L001753,A,2500,12,0.0591,0,0.0
L001754,E,1000,12,0.1968,1,0.0785
L001755,D,1000,36,0.1455,0,0.0
L001756,A,5000,24,0.052,0,0.0
L001757,B,500,12,0.0819,0,0.0
L001758,B,500,24,0.081,0,0.0
L001759,A,10000,24,0.0597,0,0.0
L001760,A,1000,24,0.0564,0,0.0
L001761,E,1000,36,0.1965,0,0.0
L001762,E,1000,24,0.1994,0,0.0
L001763,D,1000,24,0.1535,0,0.0
L001764,B,10000,36,0.0899,0,0.0
L001765,C,1000,12,0.1112,1,0.1032
L001766,B,2500,24,0.0936,0,0.0
L001767,B,1000,60,0.089,0,0.0
L001768,B,7500,36,0.0785,0,0.0
L001769,E,7500,24,0.1979,1,0.1716
L001770,A,7500,24,0.0683,0,0.0
L001771,D,1000,12,0.15,0,0.0
L001772,B,10000,12,0.0687,0,0.0
L001773,D,5000,24,0.1415,0,0.0
L001774,B,2500,36,0.0755,0,0.0
L001775,B,5000,24,0.0794,0,0.0
L001776,C,500,24,0.1154,0,0.0
L001777,C,500,36,0.117,0,0.0
L001778,D,10000,24,0.1586,0,0.0
L001779,A,7500,24,0.0467,0,0.0
L001780,E,2500,60,0.1967,0,0.0
L001781,C,2500,24,0.1097,0,0.0
L001782,A,500,12,0.0568,0,0.0
L001783,D,10000,60,0.1435,1,0.1497
L001784,C,10000,12,0.1085,0,0.0
L001785,A,500,24,0.0616,0,0.0
L001786,B,1000,36,0.0812,0,0.0
L001787,C,10000,60,0.1191,0,0.0
L001788,B,5000,36,0.072,0,0.0
L001789,E,10000,36,0.1911,0,0.0
L001790,E,2500,12,0.2032,1,0.0552
L001791,D,7500,24,0.1433,1,0.0709
L001792,C,7500,60,0.1018,0,0.0
L001793,A,1000,12,0.063,0,0.0
L001794,B,500,60,0.0782,0,0.0
L001795,D,5000,24,0.1547,0,0.0
L001796,A,1000,12,0.0447,0,0.0
L001797,A,1000,12,0.0564,0,0.0
L001798,B,2500,24,0.0717,0,0.0
L001799,B,1000,36,0.0771,0,0.0
L001800,B,2500,60,0.0774,0,0.0
L001801,C,500,24,0.1258,0,0.0
L001802,A,7500,36,0.0584,0,0.0
L001803,B,7500,60,0.0751,0,0.0
L001804,B,1000,12,0.0842,1,0.3694
L001805,B,10000,36,0.0865,0,0.0
L001806,C,10000,12,0.1104,0,0.0
L001807,D,500,36,0.1432,0,0.0
L001808,A,5000,12,0.059,0,0.0
L001809,B,500,24,0.0786,0,0.0
L001810,D,1000,36,0.1515,0,0.0
L001811,A,7500,60,0.057,0,0.0
L001812,C,1000,60,0.1099,0,0.0
L001813,D,500,24,0.1509,0,0.0
L001814,C,7500,24,0.1264,0,0.0
L001815,B,10000,60,0.0795,0,0.0
L001816,E,1000,24,0.1963,0,0.0
L001817,C,500,24,0.1096,0,0.0
L001818,C,10000,12,0.1051,0,0.0
L001819,D,1000,12,0.1515,0,0.0
L001820,C,7500,24,0.1094,0,0.0
L001821,B,10000,12,0.0741,0,0.0
L001822,B,500,60,0.0814,0,0.0
L001823,C,5000,24,0.1158,0,0.0
L001824,D,2500,36,0.1423,0,0.0
L001825,C,5000,12,0.1037,0,0.0
L001826,C,500,12,0.1116,0,0.0
L001827,D,500,24,0.1469,0,0.0
L001828,A,2500,12,0.0577,0,0.0
L001829,B,1000,12,0.0855,0,0.0
L001830,B,10000,24,0.083,0,0.0
L001831,D,1000,24,0.1433,0,0.0
L001832,D,1000,12,0.1483,1,0.1717
L001833,A,1000,24,0.0589,0,0.0
L001834,C,5000,60,0.1223,0,0.0
L001835,B,1000,24,0.0686,0,0.0
L001836,E,10000,24,0.2033,0,0.0
L001837,A,1000,36,0.0604,0,0.0
L001838,D,500,36,0.1436,0,0.0
L001839,E,2500,12,0.2039,0,0.0
L001840,B,10000,60,0.0841,0,0.0
L001841,B,5000,12,0.0725,0,0.0
L001842,B,2500,60,0.0856,0,0.0
L001843,C,10000,12,0.1117,0,0.0
L001844,C,1000,12,0.1139,0,0.0
L001845,A,10000,12,0.0529,0,0.0
L001846,A,2500,12,0.0541,0,0.0
L001847,E,5000,24,0.194,0,0.0
L001848,C,1000,24,0.1147,0,0.0
L001849,B,2500,36,0.0811,1,0.3072
L001850,D,10000,24,0.1499,0,0.0
L001851,C,1000,24,0.1081,0,0.0
L001852,E,2500,36,0.1973,1,0.373
L001853,C,2500,24,0.1163,0,0.0
L001854,B,5000,24,0.0772,1,0.2738
L001855,C,5000,36,0.1087,1,0.1423
L001856,D,10000,12,0.1478,0,0.0
L001857,C,2500,36,0.1194,0,0.0
L001858,C,2500,36,0.1077,0,0.0
L001859,B,5000,60,0.0912,0,0.0
L001860,C,5000,60,0.1147,0,0.0
L001861,C,500,24,0.1166,0,0.0
L001862,B,5000,36,0.0663,0,0.0
L001863,C,10000,36,0.1099,0,0.0
L001864,E,5000,36,0.1945,1,0.1843
L001865,A,2500,36,0.0496,0,0.0
L001866,C,7500,12,0.1234,0,0.0
L001867,A,7500,60,0.0561,0,0.0
L001868,D,500,12,0.1489,0,0.0
L001869,C,500,60,0.1105,0,0.0
L001870,B,500,12,0.0832,0,0.0
L001871,A,500,24,0.0654,0,0.0
L001872,C,500,24,0.1101,0,0.0
L001873,A,5000,36,0.053,0,0.0
L001874,B,7500,60,0.0795,0,0.0
L001875,B,5000,36,0.0749,0,0.0
L001876,D,5000,60,0.1494,0,0.0
L001877,B,2500,60,0.0774,0,0.0
L001878,D,5000,12,0.1482,0,0.0
L001879,D,2500,36,0.1571,1,0.226
L001880,C,5000,36,0.1079,0,0.0
L001881,A,1000,24,0.0569,0,0.0
L001882,D,500,24,0.1518,0,0.0
L001883,D,7500,60,0.1397,0,0.0
L001884,C,7500,24,0.1067,0,0.0
L001885,A,10000,36,0.0652,0,0.0
L001886,B,500,24,0.0776,0,0.0
L001887,C,2500,24,0.1131,0,0.0
L001888,D,7500,24,0.1511,1,0.1724
L001889,C,500,36,0.1124,0,0.0
L001890,A,2500,60,0.0522,0,0.0
L001891,D,10000,24,0.1448,1,0.3091
L001892,B,500,24,0.082,0,0.0
L001893,D,500,36,0.1572,0,0.0
L001894,B,500,24,0.0806,0,0.0
L001895,B,500,36,0.081,0,0.0
L001896,E,500,60,0.1932,0,0.0
L001897,B,7500,36,0.0874,0,0.0
L001898,B,10000,36,0.0719,0,0.0
L001899,B,7500,60,0.0808,0,0.0
L001900,B,1000,36,0.0767,0,0.0
L001901,C,10000,36,0.1161,0,0.0
L001902,C,7500,24,0.1045,0,0.0
L001903,B,500,36,0.0872,0,0.0
L001904,C,10000,36,0.1126,0,0.0
L001905,C,1000,60,0.107,1,0.2624
L001906,A,2500,36,0.0485,0,0.0
L001907,A,1000,60,0.0561,0,0.0
L001908,D,2500,24,0.1594,0,0.0
L001909,A,1000,60,0.0354,0,0.0
L001910,B,7500,60,0.0848,0,0.0
L001911,B,5000,24,0.0782,0,0.0
L001912,B,1000,12,0.0819,0,0.0
L001913,D,10000,36,0.1533,1,0.1105
L001914,A,1000,12,0.053,0,0.0
L001915,C,7500,12,0.1115,0,0.0
L001916,B,2500,24,0.0737,0,0.0
L001917,B,1000,60,0.0753,0,0.0
L001918,B,2500,60,0.0726,0,0.0
L001919,B,1000,12,0.0621,0,0.0
L001920,B,500,60,0.0855,0,0.0
L001921,B,500,36,0.0821,0,0.0
L001922,B,10000,12,0.0853,0,0.0
L001923,C,5000,60,0.1276,0,0.0
L001924,B,1000,12,0.0771,0,0.0
L001925,A,7500,12,0.0445,0,0.0
L001926,D,10000,36,0.1587,0,0.0
L001927,B,500,12,0.0783,0,0.0
L001928,C,7500,36,0.1198,0,0.0
L001929,A,5000,24,0.0503,0,0.0
L001930,C,7500,12,0.1136,0,0.0
L001931,E,7500,60,0.1959,0,0.0
L001932,D,10000,36,0.1427,0,0.0
L001933,D,1000,60,0.1451,0,0.0
L001934,B,1000,12,0.0769,0,0.0
L001935,B,5000,36,0.0828,0,0.0
L001936,A,10000,36,0.0605,0,0.0
L001937,E,500,60,0.1847,0,0.0
L001938,D,7500,12,0.1545,0,0.0
L001939,B,10000,12,0.0823,0,0.0
L001940,B,2500,60,0.0815,0,0.0
L001941,C,7500,36,0.1094,0,0.0
L001942,C,500,24,0.1247,0,0.0
L001943,A,1000,60,0.0478,0,0.0
L001944,B,7500,36,0.0766,0,0.0
L001945,B,500,36,0.0829,0,0.0
L001946,E,7500,36,0.1992,0,0.0
L001947,C,7500,36,0.1123,0,0.0
L001948,C,5000,36,0.1145,0,0.0
L001949,C,1000,36,0.0982,0,0.0
L001950,A,1000,36,0.0554,0,0.0
L001951,B,500,24,0.0727,0,0.0
L001952,C,1000,24,0.1128,0,0.0
L001953,D,5000,60,0.144,0,0.0
L001954,C,500,60,0.1084,0,0.0
L001955,E,1000,24,0.1969,0,0.0
L001956,B,2500,24,0.0776,0,0.0
L001957,B,1000,36,0.0704,0,0.0
L001958,A,5000,60,0.0508,0,0.0
L001959,D,1000,36,0.1541,0,0.0
L001960,A,5000,24,0.052,0,0.0
L001961,B,500,24,0.0769,0,0.0
L001962,A,10000,60,0.0412,0,0.0
L001963,A,500,12,0.0611,0,0.0
L001964,D,10000,24,0.147,0,0.0
L001965,C,500,24,0.1212,1,0.4086
L001966,D,1000,24,0.1534,0,0.0
L001967,C,7500,60,0.1223,0,0.0
L001968,D,5000,12,0.147,1,0.2873
L001969,A,500,12,0.0563,0,0.0
L001970,C,500,24,0.1083,0,0.0
L001971,C,1000,60,0.1209,0,0.0
L001972,B,10000,36,0.0757,0,0.0
L001973,C,10000,24,0.104,0,0.0
L001974,B,500,12,0.0744,0,0.0
L001975,B,7500,12,0.0827,0,0.0
L001976,B,10000,24,0.0847,0,0.0
L001977,C,1000,24,0.1113,1,0.2502
L001978,C,500,60,0.1147,0,0.0
L001979,D,5000,24,0.1419,0,0.0
L001980,C,500,12,0.1149,1,0.4235
L001981,C,5000,12,0.1097,0,0.0
L001982,E,1000,24,0.195,0,0.0
L001983,D,10000,36,0.1493,1,0.2441
L001984,C,5000,24,0.1184,1,0.1856
L001985,A,7500,36,0.05,0,0.0
L001986,D,1000,12,0.1545,0,0.0
L001987,B,2500,60,0.086,0,0.0
L001988,C,1000,24,0.1064,0,0.0
L001989,C,7500,36,0.1092,0,0.0
L001990,C,1000,36,0.1161,0,0.0
L001991,B,5000,12,0.0768,0,0.0
L001992,B,7500,24,0.089,0,0.0
L001993,C,5000,24,0.1166,0,0.0
L001994,C,2500,12,0.12,0,0.0
L001995,C,7500,60,0.1099,0,0.0
L001996,A,2500,24,0.0498,0,0.0
L001997,C,7500,36,0.1164,0,0.0
L001998,B,10000,12,0.0759,0,0.0
L001999,C,5000,24,0.1109,0,0.0
L002000,C,7500,60,0.1207,0,0.0
L002001,B,10000,24,0.084,0,0.0
L002002,D,500,24,0.1335,0,0.0
L002003,C,500,60,0.1185,0,0.0
L002004,C,10000,36,0.1134,0,0.0
L002005,C,1000,12,0.1106,0,0.0
L002006,A,500,24,0.0609,0,0.0
L002007,D,10000,60,0.1478,0,0.0
L002008,B,1000,36,0.081,0,0.0
L002009,B,10000,60,0.0934,0,0.0
L002010,A,500,24,0.0602,0,0.0
L002011,A,7500,36,0.0575,0,0.0
L002012,C,5000,36,0.1103,0,0.0
L002013,D,500,24,0.1556,0,0.0
L002014,C,7500,12,0.1071,0,0.0
L002015,A,7500,36,0.0578,0,0.0
L002016,C,2500,60,0.1133,0,0.0
L002017,E,10000,24,0.195,1,0.2714
L002018,B,500,12,0.0806,0,0.0
L002019,C,500,24,0.1148,0,0.0
L002020,E,10000,60,0.2071,0,0.0
L002021,A,7500,36,0.0559,0,0.0
L002022,A,2500,12,0.0525,0,0.0
L002023,C,7500,60,0.1102,1,0.4264
L002024,A,500,60,0.0615,0,0.0
L002025,A,10000,12,0.0517,0,0.0
L002026,C,7500,12,0.1109,0,0.0
L002027,D,7500,24,0.1608,0,0.0
L002028,A,2500,12,0.0537,0,0.0
L002029,D,5000,24,0.1506,0,0.0
L002030,D,10000,24,0.161,0,0.0
L002031,B,2500,12,0.0759,0,0.0
L002032,E,1000,24,0.2047,0,0.0
L002033,B,10000,36,0.0703,0,0.0
L002034,D,7500,12,0.1517,0,0.0
L002035,B,1000,36,0.0819,0,0.0
L002036,A,5000,12,0.0521,0,0.0
L002037,A,7500,12,0.0513,0,0.0
L002038,A,7500,60,0.0523,0,0.0
L002039,C,1000,36,0.1134,0,0.0
L002040,A,5000,60,0.0539,0,0.0
L002041,A,500,60,0.0595,0,0.0
L002042,C,10000,60,0.1201,0,0.0
L002043,D,1000,36,0.1414,0,0.0
L002044,C,7500,24,0.1111,0,0.0
L002045,B,5000,60,0.0816,0,0.0
L002046,C,1000,12,0.1142,0,0.0
L002047,A,1000,24,0.0509,0,0.0
L002048,C,5000,24,0.1063,0,0.0
L002049,E,500,12,0.1957,1,0.0965
L002050,D,5000,60,0.1541,0,0.0
L002051,C,500,24,0.1184,0,0.0
L002052,C,10000,12,0.12,1,0.181
L002053,A,500,12,0.0432,0,0.0
L002054,A,2500,24,0.0621,0,0.0
L002055,B,500,60,0.0711,0,0.0
L002056,D,500,12,0.1474,0,0.0
L002057,E,7500,36,0.1946,0,0.0
L002058,B,2500,36,0.0771,0,0.0
L002059,B,10000,60,0.0931,0,0.0
L002060,C,10000,12,0.1057,0,0.0
L002061,C,7500,60,0.1186,0,0.0
L002062,A,5000,60,0.0542,0,0.0
L002063,C,7500,24,0.1183,0,0.0
L002064,A,7500,12,0.0517,0,0.0
L002065,B,7500,60,0.0898,0,0.0
L002066,C,500,36,0.1139,0,0.0
L002067,C,10000,12,0.1083,0,0.0
L002068,E,10000,36,0.1925,0,0.0
L002069,A,2500,12,0.0499,0,0.0
L002070,B,2500,36,0.0763,0,0.0
L002071,C,7500,24,0.1031,0,0.0
L002072,B,1000,60,0.0778,0,0.0
L002073,D,5000,12,0.1509,0,0.0
L002074,B,7500,60,0.0821,0,0.0
L002075,D,2500,60,0.1574,0,0.0
L002076,A,10000,36,0.0633,0,0.0
L002077,C,7500,60,0.1105,0,0.0
L002078,D,7500,36,0.1518,0,0.0
L002079,A,10000,60,0.0667,0,0.0
L002080,D,1000,12,0.1501,0,0.0
L002081,C,2500,60,0.1072,0,0.0
L002082,A,1000,36,0.0557,0,0.0
L002083,C,1000,12,0.1165,0,0.0
L002084,B,7500,24,0.0672,0,0.0
L002085,B,5000,24,0.0767,0,0.0
L002086,B,10000,24,0.0722,0,0.0
L002087,C,5000,24,0.1256,0,0.0
L002088,A,500,36,0.0573,0,0.0
L002089,E,1000,12,0.1983,1,0.14
L002090,C,10000,12,0.1109,1,0.2017
L002091,D,7500,36,0.1473,0,0.0
L002092,B,2500,36,0.0796,0,0.0
L002093,B,10000,60,0.0858,0,0.0
L002094,D,10000,24,0.1446,0,0.0
L002095,B,500,12,0.0704,0,0.0
L002096,E,500,36,0.1996,0,0.0
L002097,C,1000,60,0.114,0,0.0
L002098,B,7500,12,0.0755,0,0.0
L002099,C,2500,24,0.1149,0,0.0
L002100,C,5000,24,0.1199,0,0.0
L002101,D,1000,12,0.1499,0,0.0
L002102,B,1000,36,0.0797,0,0.0
L002103,C,2500,24,0.1164,0,0.0
L002104,A,500,60,0.0522,0,0.0
L002105,B,7500,36,0.0771,0,0.0
L002106,C,1000,36,0.108,0,0.0
L002107,D,2500,60,0.1629,0,0.0
L002108,E,1000,24,0.1914,0,0.0
L002109,E,500,24,0.2029,1,0.1207
L002110,D,1000,36,0.1494,0,0.0
L002111,B,1000,36,0.0767,0,0.0
L002112,D,2500,60,0.151,0,0.0
L002113,A,1000,12,0.0563,0,0.0
L002114,A,7500,60,0.0507,0,0.0
L002115,D,1000,12,0.1444,0,0.0
L002116,E,500,36,0.1968,0,0.0
L002117,E,10000,24,0.1977,0,0.0
L002118,A,2500,60,0.0605,0,0.0
L002119,C,500,24,0.1147,0,0.0
L002120,B,2500,60,0.0668,0,0.0
L002121,B,5000,60,0.078,0,0.0
L002122,C,500,36,0.12,0,0.0
L002123,D,1000,12,0.1479,0,0.0
L002124,B,7500,36,0.0763,0,0.0
L002125,C,7500,12,0.102,0,0.0
L002126,A,1000,12,0.0494,0,0.0
L002127,E,10000,60,0.1942,0,0.0
L002128,E,1000,60,0.206,0,0.0
L002129,A,1000,36,0.0525,0,0.0
L002130,C,2500,12,0.1107,0,0.0
L002131,B,500,60,0.0774,0,0.0
L002132,B,1000,12,0.0834,0,0.0
L002133,E,2500,24,0.1957,0,0.0
L002134,A,500,36,0.0602,0,0.0
L002135,A,500,24,0.0543,0,0.0
L002136,E,5000,24,0.1982,1,0.061
L002137,B,7500,36,0.0815,0,0.0
L002138,B,7500,60,0.076,0,0.0
L002139,B,10000,36,0.0807,0,0.0
L002140,D,5000,36,0.1618,0,0.0
L002141,B,1000,24,0.0905,0,0.0
L002142,A,10000,12,0.0446,0,0.0
L002143,D,2500,12,0.1498,0,0.0
L002144,B,1000,12,0.0821,0,0.0
L002145,D,7500,36,0.1404,0,0.0
L002146,B,5000,36,0.0785,0,0.0
L002147,B,7500,36,0.0687,0,0.0
L002148,A,5000,24,0.0521,0,0.0
L002149,D,5000,36,0.1476,0,0.0
L002150,B,500,60,0.0765,0,0.0
L002151,B,1000,24,0.0878,0,0.0
L002152,D,5000,12,0.1619,0,0.0
L002153,A,1000,12,0.0522,0,0.0
L002154,A,500,24,0.0466,0,0.0
L002155,D,5000,12,0.1467,0,0.0
L002156,B,5000,12,0.0709,0,0.0
L002157,C,500,12,0.109,0,0.0
L002158,A,10000,12,0.0498,0,0.0
L002159,A,500,24,0.0575,0,0.0
L002160,D,2500,60,0.1457,0,0.0
L002161,D,1000,12,0.1478,1,0.2002
L002162,C,1000,36,0.1049,0,0.0
L002163,A,7500,24,0.0661,0,0.0
L002164,D,500,24,0.1537,0,0.0
L002165,B,5000,36,0.0728,0,0.0
L002166,D,2500,36,0.143,0,0.0
L002167,D,1000,60,0.1504,0,0.0
L002168,B,7500,24,0.0764,0,0.0
L002169,C,500,36,0.1052,0,0.0
L002170,C,7500,36,0.1102,0,0.0
L002171,D,500,24,0.1572,0,0.0
L002172,B,7500,60,0.0762,0,0.0
L002173,A,10000,36,0.0674,0,0.0
L002174,B,2500,36,0.0764,0,0.0
L002175,D,1000,24,0.1489,0,0.0
L002176,E,2500,60,0.1891,0,0.0
L002177,D,10000,12,0.1619,0,0.0
L002178,B,1000,60,0.0722,0,0.0
L002179,C,1000,36,0.1031,1,0.4252
L002180,D,1000,12,0.155,0,0.0
L002181,D,2500,12,0.1427,1,0.2639
L002182,B,500,12,0.0737,0,0.0
L002183,A,500,60,0.0611,0,0.0
L002184,D,10000,24,0.1459,0,0.0
L002185,B,2500,12,0.0689,1,0.2864
L002186,E,10000,36,0.1916,0,0.0
L002187,E,1000,60,0.2093,1,0.2949
L002188,D,1000,12,0.1518,0,0.0
L002189,C,1000,12,0.1076,1,0.2167
L002190,C,5000,12,0.1021,0,0.0
L002191,B,7500,60,0.0823,0,0.0
L002192,B,500,60,0.0689,0,0.0
L002193,C,1000,36,0.1147,0,0.0
L002194,C,2500,12,0.1186,0,0.0
L002195,B,7500,12,0.0799,0,0.0
L002196,E,2500,36,0.1993,0,0.0
L002197,C,1000,36,0.1109,0,0.0
L002198,A,500,36,0.0613,0,0.0
L002199,B,7500,12,0.0758,0,0.0
L002200,D,10000,12,0.1572,0,0.0
L002201,A,5000,36,0.0491,0,0.0
L002202,D,1000,24,0.1506,0,0.0
L002203,B,7500,24,0.0835,0,0.0
L002204,A,10000,60,0.0579,0,0.0
L002205,C,1000,36,0.1163,0,0.0
L002206,D,500,60,0.1453,0,0.0
L002207,A,1000,36,0.0639,0,0.0
L002208,E,7500,60,0.2011,0,0.0
L002209,E,5000,24,0.1872,0,0.0
L002210,C,7500,24,0.1125,0,0.0
L002211,D,5000,36,0.1535,0,0.0
L002212,B,500,12,0.0911,0,0.0
L002213,C,5000,36,0.1211,0,0.0
L002214,B,2500,24,0.08,0,0.0
L002215,D,10000,60,0.157,0,0.0
L002216,C,10000,24,0.1051,0,0.0
L002217,D,5000,24,0.1515,0,0.0
L002218,B,1000,60,0.0809,1,0.394
L002219,C,7500,24,0.1199,0,0.0
L002220,C,10000,60,0.1217,0,0.0
L002221,C,7500,36,0.1028,0,0.0
L002222,E,5000,36,0.1957,1,0.1409
L002223,A,7500,24,0.0443,0,0.0
L002224,D,10000,60,0.1501,0,0.0
L002225,B,2500,60,0.0887,0,0.0
L002226,D,10000,36,0.1516,0,0.0
L002227,B,7500,36,0.0905,0,0.0
L002228,B,2500,60,0.0848,0,0.0
L002229,A,2500,24,0.0661,0,0.0
L002230,A,10000,60,0.0457,0,0.0
L002231,A,500,60,0.0603,0,0.0
L002232,C,7500,24,0.1102,0,0.0
L002233,C,5000,12,0.1095,0,0.0
L002234,A,2500,12,0.0624,0,0.0
L002235,B,10000,36,0.0796,0,0.0
L002236,C,2500,24,0.1097,0,0.0
L002237,E,500,60,0.1963,0,0.0
L002238,A,1000,60,0.0572,0,0.0
L002239,C,7500,60,0.1061,0,0.0
L002240,D,5000,24,0.146,0,0.0
L002241,B,10000,36,0.0711,0,0.0
L002242,E,500,36,0.1924,0,0.0
L002243,C,2500,36,0.1065,0,0.0
L002244,C,7500,24,0.1058,1,0.2425
L002245,A,7500,24,0.0717,0,0.0
L002246,B,2500,60,0.0842,0,0.0
L002247,A,500,36,0.0444,0,0.0
L002248,B,2500,36,0.0708,0,0.0
